Owner,"Organization (O from Issuer Field)","Organizational Unit (OU from Issuer Field)",Common Name or Certificate Name,SHA1 Fingerprint,"Valid From (GMT)","Valid To (GMT)",Modulus,Signature Algorithm,Trust Bits,"EV Policy OID","Approval Bug","Release When First Included",URL to Test Website,Company Website,Certificate Policy (CP),Certification Practice Statement (CPS),Audit,Baseline Requirements Audit,EV Audit,Auditor,Audit Criteria,Audit Statement Date,Comments
TurkTrust,TÜRKTRUST Bilgi İletişim ve Bilişim Güvenliği Hizmetleri A.Ş. (c) Aralık 2007,,TÜRKTRUST Elektronik Sertifika Hizmet Sağlayıcısı,F1:7F:6F:B6:31:DC:99:E3:A3:C8:7F:FE:1C:F1:81:10:88:D9:60:33,12/25/2007,12/22/2017,2048,SHA-1,"Websites Code",2.16.792.3.0.3.1.1.5,https://bugzilla.mozilla.org/show_bug.cgi?id=433845,"NSS 3.15, Firefox 23",https://evssl.turktrust.com.tr/,https://www.turktrust.com.tr/,http://www.turktrust.com.tr/en/bilgideposu.html,http://www.turktrust.com.tr/en/bilgideposu.html,http://www.turktrust.com.tr/en/images/page/hakkimizda/belgeler/big/etsinew1.png,http://www.turktrust.com.tr/en/images/page/hakkimizda/belgeler/big/etsinew1.png,http://www.turktrust.com.tr/en/images/page/hakkimizda/belgeler/big/etsinew2.png,BSI,ETSI TS 102 042,2013.09.16,http://www.turktrust.com.tr/en/images/page/hakkimizda/belgeler/big/etsinew2.png
TurkTrust,TÜRKTRUST Bilgi İletişim ve Bilişim Güvenliği Hizmetleri A.Ş. (c) Kasım 2005,,TÜRKTRUST Elektronik Sertifika Hizmet Sağlayıcısı,B4:35:D4:E1:11:9D:1C:66:90:A7:49:EB:B3:94:BD:63:7B:A7:82:B7,11/7/2005,9/16/2015,2048,SHA-1,"Websites Email Code",Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=380635,"NSS 3.11.9, Firefox 2",https://www.turktrust.com.tr/,http://www.turktrust.com.tr,http://www.turktrust.com.tr/en/bilgideposu.html,http://www.turktrust.com.tr/en/bilgideposu.html,http://www.turktrust.com.tr/en/images/page/hakkimizda/belgeler/big/etsinew1.png,http://www.turktrust.com.tr/en/images/page/hakkimizda/belgeler/big/etsinew1.png,,BSI,ETSI TS 102 042,2013.09.16,http://www.turktrust.com.tr/en/images/page/hakkimizda/belgeler/big/etsinew2.png
Unizeto Certum,Unizeto Sp. z o.o.,,Certum CA,62:52:DC:40:F7:11:43:A2:2F:DE:9E:F7:34:8E:06:42:51:B1:81:18,6/11/2002,6/11/2027,2048,SHA-1,"Websites Email Code",Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=167572,"NSS 3.9.3, Firefox 1",https://certum-ca.certum.pl,http://www.certum.pl,http://www.certum.eu/certum/313016.xml,http://www.certum.eu/certum/313016.xml,https://cert.webtrust.org/SealFile?seal=1697&file=pdf,https://cert.webtrust.org/SealFile?seal=1699&file=pdf,,Ernst & Young,WebTrust,2014.07.09,
Unizeto Certum,Unizeto Technologies S.A.,Certum Certification Authority,Certum Trusted Network CA,07:E0:32:E0:20:B7:2C:3F:19:2F:06:28:A2:59:3A:19:A7:0F:06:9E,10/22/2008,12/31/2029,2048,SHA-1,"Websites Email Code",1.2.616.1.113527.2.5.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=532377,"NSS 3.12.10, Firefox 6.0",https://certum-ctnca-ev.certum.pl,http://www.certum.pl,http://www.certum.eu/certum/313016.xml,http://www.certum.eu/certum/313016.xml,https://cert.webtrust.org/SealFile?seal=1697&file=pdf,https://cert.webtrust.org/SealFile?seal=1699&file=pdf,https://cert.webtrust.org/SealFile?seal=1698&file=pdf,Ernst & Young,WebTrust,2014.07.09,
SECOM Trust Systems Co. Ltd.,"ValiCert, Inc.",ValiCert Class 1 Policy Validation Authority,http://www.valicert.com/,E5:DF:74:3C:B6:01:C4:9B:98:43:DC:AB:8C:E8:6A:81:10:9F:E4:8E,6/25/1999,6/25/2019,1024,SHA-1,,Not EV,legacy,Firefox 1,Root Removed in Firefox 32.,http://www.secomtrust.net/,https://repository.secomtrust.net/rootrepository/CPSen.pdf,https://repository.secomtrust.net/rootrepository/CPSen.pdf,https://cert.webtrust.org/SealFile?seal=1534&file=pdf,Root Removed in Firefox 32.,,Deloitte & Touche,WebTrust,2013.07.31,Root Removed in Firefox 32.
GoDaddy,"ValiCert, Inc.",ValiCert Class 2 Policy Validation Authority,http://www.valicert.com/,31:7A:2A:D0:7F:2B:33:5E:F5:A1:C3:4E:4B:57:E8:B7:D8:F1:FC:A6,6/26/1999,6/26/2019,1024,SHA-1,,"2.16.840.1.114413.1.7.23.3, 2.16.840.1.114414.1.7.23.3",https://bugzilla.mozilla.org/show_bug.cgi?id=403437,Firefox 1,Root Removed in Firefox 32.,http://www.godaddy.com/,https://certs.godaddy.com/anonymous/repository.pki,https://certs.godaddy.com/anonymous/repository.pki,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,Root Removed in Firefox 32.,,KPMG,WebTrust,2014.08.14,Root Removed in Firefox 32.
RSA the Security Division of EMC,"ValiCert, Inc.",ValiCert Class 3 Policy Validation Authority,http://www.valicert.com/,69:BD:8C:F4:9C:D3:00:FB:59:2E:17:93:CA:55:6A:F3:EC:AA:35:FB,6/26/1999,6/26/2019,1024,SHA-1,,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=403437,Firefox 1,Root Removed in Firefox 32.,http://www.rsa.com/,http://www.rsa.com/node.aspx?id=2420,http://www.rsasecurity.com/products/keon/repository/practices/RSA_KEON_ROOT_SIGNING_CA_CPS.pdf,https://cert.webtrust.org/SealFile?seal=1247&file=pdf,Root Removed in Firefox 32.,,Ernst & Young,WebTrust,2011.10.31,Root Removed in Firefox 32.
VeriSign (owned by Symantec),"VeriSign, Inc.","(c) 2006 VeriSign, Inc. - For authorized use only",VeriSign Class 3 Public PCA - G5,4E:B6:D5:78:49:9B:1C:CF:5F:58:1E:AD:56:BE:3D:9B:67:44:A5:E5,11/8/2006,7/16/2036,2048,SHA-1,"Websites Email Code",2.16.840.1.113733.1.7.23.6,https://bugzilla.mozilla.org/show_bug.cgi?id=402947,"NSS 3.11.10, Firefox 3.0.2",https://ssltest1.bbtest.net/,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,KPMG,WebTrust,2014.06.18,
VeriSign (owned by Symantec),"VeriSign, Inc.","(c) 1999 VeriSign, Inc. - For authorized use only",VeriSign Class 3 Public PCA - G3,13:2D:0D:45:53:4B:69:97:CD:B2:D5:C3:39:E2:55:76:60:9B:5C:C6,10/1/1999,7/16/2036,2048,SHA-1,"Websites Email Code",Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,"NSS 3.12.8, Firefox 3.6.12",https://ssltest3.bbtest.net/,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,
VeriSign (owned by Symantec),"VeriSign, Inc.",Class 3 Public Primary Certification Authority,VeriSign Class 3 Public PCA,74:2C:31:92:E6:07:E4:24:EB:45:49:54:2B:E1:BB:C5:3E:61:74:E2,1/29/1996,8/1/2028,1024,MD2,Email,Not EV,legacy,Firefox 1,Websites trust bit turned off in Firefox 32.,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,Websites trust bit turned off in Firefox 32.,,KPMG,WebTrust,2014.06.18,Websites trust bit turned off in Firefox 32.
VeriSign (owned by Symantec),"VeriSign, Inc.","(c) 1998 VeriSign, Inc. - For authorized use only",VeriSign Class 1 Public PCA – G2,27:3E:E1:24:57:FD:C4:F9:0C:55:E8:2B:56:16:7F:62:F5:32:E5:47,5/18/1998,8/1/2028,1024,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,"NSS 3.12.8, Firefox 3.6.12",Websites trust bit not set.,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,
VeriSign (owned by Symantec),"VeriSign, Inc.","(c) 1998 VeriSign, Inc. - For authorized use only",VeriSign Class 2 Public PCA – G2,B3:EA:C4:47:76:C9:C8:1C:EA:F2:9D:95:B6:CC:A0:08:1B:67:EC:9D,5/18/1998,8/1/2028,1024,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,"NSS 3.12.8, Firefox 3.6.12",Websites trust bit not set.,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,Migrating customers away from this 1024-bit root. https://bugzilla.mozilla.org/show_bug.cgi?id=936105#c2
VeriSign (owned by Symantec),"VeriSign, Inc.","(c) 1998 VeriSign, Inc. - For authorized use only",VeriSign Class 3 Public PCA – G2,85:37:1C:A6:E5:50:14:3D:CE:28:03:47:1B:DE:3A:09:E8:F8:77:0F,5/18/1998,8/1/2028,1024,SHA-1,"Websites Email Code",Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,"NSS 3.12.8, Firefox 3.6.12",https://ssltest24.bbtest.net/,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,Migrating customers away from this 1024-bit root. https://bugzilla.mozilla.org/show_bug.cgi?id=936105#c2
VeriSign (owned by Symantec),"VeriSign, Inc.","(c) 1999 VeriSign, Inc. - For authorized use only",VeriSign Class 1 Public PCA - G3,20:42:85:DC:F7:EB:76:41:95:57:8E:13:6B:D4:B7:D1:E9:8E:46:A5,10/1/1999,7/16/2036,2048,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,"NSS 3.12.8, Firefox 3.6.12",Websites trust bit not set.,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,
VeriSign (owned by Symantec),"VeriSign, Inc.","(c) 1999 VeriSign, Inc. - For authorized use only",VeriSign Class 2 Public PCA - G3,61:EF:43:D7:7F:CA:D4:61:51:BC:98:E0:C3:59:12:AF:9F:EB:63:11,10/1/1999,7/16/2036,2048,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,"NSS 3.12.8, Firefox 3.6.12",Websites trust bit not set.,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,
VeriSign (owned by Symantec),"VeriSign, Inc.","(c) 1999 VeriSign, Inc. - For authorized use only",VeriSign Class 4 Public PCA - G3,C8:EC:8C:87:92:69:CB:4B:AB:39:E9:8D:7E:57:67:F3:14:95:73:9D,10/1/1999,7/16/2036,2048,SHA-1,"Websites Email Code",Not EV,legacy,Firefox 1,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,
VeriSign (owned by Symantec),"VeriSign, Inc.","(c) 2008 VeriSign, Inc. - For authorized use only",VeriSign Universal Root Certification Authority,36:79:CA:35:66:87:72:30:4D:30:A5:FB:87:3B:0F:A7:7B:B7:0D:54,4/2/2008,12/1/2037,2048,SHA-256,"Websites Email Code",2.16.840.1.113733.1.7.23.6,https://bugzilla.mozilla.org/show_bug.cgi?id=484901,"NSS 3.12.5, Firefox 3.6",https://ssltest26.bbtest.net/,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,KPMG,WebTrust,2014.06.18,
VeriSign (owned by Symantec),"VeriSign, Inc.","(c) 2007 VeriSign, Inc. - For authorized use only",VeriSign Class 3 Public PCA - G4,22:D5:D8:DF:8F:02:31:D1:8D:F7:9D:B7:CF:8A:2D:64:C9:3F:6C:3A,11/5/2007,1/18/2038,ECC,ECC,"Websites Email Code",Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=409235,"NSS 3.12.6, Firefox 3.6.2",https://ssltest48.ssl.symclab.com,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,
VeriSign (owned by Symantec),"VeriSign, Inc.",Class 1 Public Primary Certification Authority,VeriSign Class 1 Public PCA,CE:6A:64:A3:09:E4:2F:BB:D9:85:1C:45:3E:64:09:EA:E8:7D:60:F1,1/29/1996,8/2/2028,1024,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,"NSS 3.12.8, Firefox 3.6.12",Websites trust bit not set.,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,
VeriSign (owned by Symantec),"VeriSign, Inc.",Class 3 Public Primary Certification Authority,VeriSign Class 3 Public PCA,A1:DB:63:93:91:6F:17:E4:18:55:09:40:04:15:C7:02:40:B0:AE:6B,1/29/1996,8/2/2028,1024,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,"NSS 3.12.8, Firefox 3.6.12",Websites trust bit turned off in Firefox 32.,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,Websites trust bit turned off in Firefox 32.,,KPMG,WebTrust,2014.06.18,Websites trust bit turned off in Firefox 32.
Visa,VISA,Visa International Service Association,Visa eCommerce Root,70:17:9B:86:8C:00:A4:FA:60:91:52:22:3F:9F:3E:32:BD:E0:05:62,6/26/2002,6/24/2022,2048,SHA-1,"Websites Email Code",Not EV,legacy,Firefox 1,,http://www.visa.com,https://bugzilla.mozilla.org/attachment.cgi?id=424314,,https://bug636557.bugzilla.mozilla.org/attachment.cgi?id=8475466,,,KPMG,WebTrust,2014.06.06,
Wells Fargo Bank N.A.,Wells Fargo WellsSecure,Wells Fargo Bank NA,WellsSecure Public Root Certificate Authority,E7:B4:F6:9D:61:EC:90:69:DB:7E:90:A7:40:1A:3C:F4:7D:4F:E8:EE,12/13/2007,12/14/2022,2048,SHA-1,Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=428390,"NSS 3.11.10, Firefox 3.0.2",https://nerys-m1.wellsfargo.com/test.html,http://www.wellsfargo.com/,http://www.wellsfargo.com/repository,http://www.wellsfargo.com/repository,http://www.wellsfargo.com/repository,,,KPMG,WebTrust,2013.05.22,
WISeKey,WISeKey,OISTE Foundation Endorsed,OISTE WISeKey Global Root GA CA,59:22:A1:E1:5A:EA:16:35:21:F8:98:39:6A:46:46:B0:44:1B:0F:A9,12/11/2005,12/11/2037,2048,SHA-1,"Websites Email",Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=371362,"NSS 3.12.4, Firefox 3.5",https://secure.certifyid.com,http://www.wisekey.com/,https://www.wisekey.com/repository/,https://www.wisekey.com/repository/,https://www.wisekey.com/repository/,,,WTE,WebTrust,2014.05.27,
WoSign CA Limited,WoSign CA Limited,,Certification Authority of WoSign,B9:42:94:BF:91:EA:8F:B6:4B:E6:10:97:C7:FB:00:13:59:B6:76:CB,8/8/2009,8/8/2039,4096,SHA-1,"Websites Email Code",1.3.6.1.4.1.36305.2,https://bugzilla.mozilla.org/show_bug.cgi?id=851435,"NSS 3.16.3, Firefox 32",https://root1evtest.wosign.com/,http://www.wosign.com/,http://www.wosign.com/policy/WoSign-Policy-1_2_2.pdf,http://www.wosign.com/policy/cps_e.htm,https://cert.webtrust.org/SealFile?seal=1654&file=pdf,https://bugzilla.mozilla.org/attachment.cgi?id=8399189,https://cert.webtrust.org/SealFile?seal=1653&file=pdf,Ernst & Young,WebTrust,2014.02.28,
WoSign CA Limited,WoSign CA Limited,,CA 沃通根证书,16:32:47:8D:89:F9:21:3A:92:00:85:63:F5:A4:A7:D3:12:40:8A:D6,8/8/2009,8/8/2039,4096,SHA-256,"Websites Email Code",1.3.6.1.4.1.36305.6,https://bugzilla.mozilla.org/show_bug.cgi?id=851435,"NSS 3.16.3, Firefox 32",https://root2evtest.wosign.com/,http://www.wosign.com/,http://www.wosign.com/policy/WoSign-Policy-1_2_2.pdf,http://www.wosign.com/policy/cps_e.htm,https://cert.webtrust.org/SealFile?seal=1654&file=pdf,https://bugzilla.mozilla.org/attachment.cgi?id=8399189,https://cert.webtrust.org/SealFile?seal=1653&file=pdf,Ernst & Young,WebTrust,2014.02.28,
Trustwave,XRamp Security Services Inc,www.xrampsecurity.com,XRamp Global Certification Authority,B8:01:86:D1:EB:9C:86:A5:41:04:CF:30:54:F3:4C:52:B7:E5:58:C6,11/1/2004,1/1/2035,2048,SHA-1,"Websites Email Code",2.16.840.1.114404.1.1.2.4.1,https://bugzilla.mozilla.org/show_bug.cgi?id=273189,"NSS 3.10, Firefox 1",https://xgcatest.trustwave.com,https://ssl.trustwave.com/CA/,https://ssl.trustwave.com/CA/,https://ssl.trustwave.com/CA/,https://cert.webtrust.org/SealFile?seal=1603&file=pdf,https://cert.webtrust.org/SealFile?seal=1602&file=pdf,https://cert.webtrust.org/SealFile?seal=1604&file=pdf,Boysen & Miller,WebTrust,2013.11.22,
